x y lat lon sand clay color fractional coverage of grid, by vegetation class (Must/Should Add to 1.0)
  (Deg) (Deg) (%/100)  index 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
1 1 38.565014 -107.071594 0.43 0.19 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2 1 38.566170 -107.059860 0.42 0.20 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
3 1 38.567329 -107.048126 0.58 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
4 1 38.568485 -107.036392 0.58 0.15 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5 1 38.569641 -107.024666 0.50 0.18 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6 1 38.570793 -107.012932 0.43 0.18 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
7 1 38.571949 -107.001198 0.45 0.17 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
8 1 38.573097 -106.989464 0.58 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
9 1 38.574249 -106.977730 0.58 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
10 1 38.575397 -106.965996 0.53 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
11 1 38.576542 -106.954262 0.56 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
12 1 38.577690 -106.942528 0.57 0.15 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
13 1 38.578835 -106.930786 0.57 0.14 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14 1 38.579979 -106.919052 0.66 0.13 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
15 1 38.581120 -106.907318 0.56 0.15 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
16 1 38.582260 -106.895576 0.56 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
17 1 38.583397 -106.883842 0.56 0.15 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
18 1 38.584538 -106.872101 0.50 0.17 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
19 1 38.585674 -106.860367 0.43 0.20 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
20 1 38.586807 -106.848625 0.53 0.16 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
21 1 38.587940 -106.836884 0.43 0.20 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
22 1 38.589073 -106.825150 0.43 0.18 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
23 1 38.590206 -106.813408 0.41 0.17 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
24 1 38.591335 -106.801666 0.43 0.19 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
25 1 38.592464 -106.789925 0.49 0.18 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
26 1 38.593590 -106.778183 0.42 0.17 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
27 1 38.594715 -106.766441 0.45 0.17 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
28 1 38.595840 -106.754700 0.67 0.07 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
29 1 38.596962 -106.742958 0.63 0.14 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
30 1 38.598083 -106.731216 0.56 0.17 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
31 1 38.599205 -106.719467 0.68 0.12 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
32 1 38.600323 -106.707726 0.23 0.05 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
33 1 38.601440 -106.695984 0.68 0.12 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
34 1 38.602558 -106.684235 0.68 0.12 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
35 1 38.603672 -106.672493 0.69 0.08 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 1 38.604786 -106.660744 0.26 0.05 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 1 38.605896 -106.649002 0.28 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38 1 38.607010 -106.637253 0.66 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 1 38.608120 -106.625504 0.66 0.14 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 1 38.609226 -106.613762 0.59 0.14 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 1 38.610332 -106.602013 0.23 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 1 38.611439 -106.590263 0.67 0.10 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43 1 38.612541 -106.578514 0.22 0.05 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
44 1 38.613647 -106.566765 0.25 0.04 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45 1 38.614746 -106.555016 0.19 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
46 1 38.615849 -106.543266 0.24 0.04 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
47 1 38.616947 -106.531517 0.66 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48 1 38.618042 -106.519768 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49 1 38.619141 -106.508011 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50 1 38.620235 -106.496262 0.66 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51 1 38.621326 -106.484512 0.66 0.15 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52 1 38.622421 -106.472755 0.66 0.13 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
53 1 38.623508 -106.461006 0.46 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
54 1 38.624599 -106.449249 0.25 0.04 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
55 1 38.625687 -106.437500 0.66 0.15 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
